1629344763017636608,-0.00044,-0.00003,-0.00019,0.99999,-0.00184,0.00300,-0.00001,-0.00090,-0.00030,-0.00038,
1629344763084306176,-0.00033,0.00000,-0.00017,0.99999,-0.00193,0.00312,-0.00006,-0.00072,0.00001,-0.00011,
1629344763150974208,-0.00001,0.00018,-0.00005,0.99999,-0.00181,0.00308,-0.00015,0.00024,0.00048,0.00013,
1629344763217643776,-0.00023,0.00009,-0.00003,0.99999,-0.00185,0.00316,-0.00015,0.00011,-0.00048,0.00034,
1629344763284312320,-0.00034,-0.00002,-0.00013,0.99999,-0.00189,0.00320,-0.00016,-0.00005,0.00045,0.00024,
1629344763350981376,-0.00033,0.00000,-0.00014,0.99999,-0.00187,0.00318,-0.00024,-0.00031,-0.00051,-0.00019,
1629344763417649664,-0.00029,0.00002,-0.00015,0.99999,-0.00182,0.00316,-0.00023,0.00102,0.00025,0.00007,
1629344763484318720,-0.00018,0.00008,-0.00009,0.99999,-0.00180,0.00313,-0.00023,-0.00021,-0.00055,0.00000,
1629344763550987008,-0.00019,0.00007,-0.00009,0.99999,-0.00177,0.00316,-0.00011,-0.00067,0.00077,0.00008,
1629344763617656320,-0.00039,-0.00006,-0.00002,0.99999,-0.00217,0.00351,0.00000,0.00274,0.00133,0.02535,
1629344763684324352,-0.00042,0.00009,0.00244,0.99999,-0.00321,0.00272,-0.00018,0.00236,-0.00947,0.04093,
1629344763750993920,-0.00020,-0.00063,0.00500,1.00000,-0.00114,0.00207,-0.00051,-0.00123,-0.01138,0.05399,
1629344763817663744,-0.00019,-0.00105,0.00804,1.00000,0.00217,0.00059,-0.00049,0.00138,-0.00893,0.04950,
1629344763884332288,-0.00003,-0.00151,0.01176,1.00000,0.00281,-0.00019,-0.00093,0.00564,0.00865,0.03541,
1629344763951001856,0.00034,-0.00173,0.01436,1.00000,0.00155,-0.00014,-0.00083,0.00760,0.00238,0.03144,
1629344764017670400,0.00111,-0.00136,0.01637,1.00000,0.00053,0.00017,-0.00076,0.00898,0.00747,0.02656,
1629344764084339968,0.00169,-0.00068,0.01833,1.00000,-0.00107,0.00043,-0.00060,0.00466,0.00365,0.03035,
1629344764151008512,0.00212,-0.00013,0.02047,1.00000,-0.00189,0.00007,-0.00059,0.00365,0.00786,0.03180,
