1629344764017670400,0.00064,-0.00063,0.00051,0.99996,0.00537,-0.00691,-0.00054,-0.00157,0.00298,-0.00006,
1629344764084339968,0.00215,-0.00003,0.01586,0.99998,0.00377,-0.00466,-0.00060,0.00338,0.00487,0.02808,
1629344764151008512,0.00315,0.00077,0.02012,0.99998,0.00302,-0.00456,-0.00064,0.00667,0.01149,0.03529,
1629344764217678080,0.00377,0.00139,0.02207,0.99999,0.00247,-0.00476,-0.00027,0.01648,0.00151,0.02236,
1629344764284346112,0.00474,0.00085,0.02353,0.99998,0.00400,-0.00390,-0.00055,0.01777,-0.01489,0.03802,
1629344764351015680,0.00575,-0.00042,0.02601,0.99997,0.00595,-0.00372,-0.00111,0.01031,-0.02226,0.05568,
1629344764417683712,0.00694,-0.00185,0.02951,0.99996,0.00710,-0.00442,-0.00216,0.01299,-0.01267,0.06056,
1629344764484353280,0.00809,-0.00240,0.03352,0.99995,0.00749,-0.00552,-0.00254,0.01543,-0.00193,0.06759,
1629344764551021568,0.00927,-0.00251,0.03846,0.99996,0.00594,-0.00646,-0.00284,0.01427,-0.00299,0.06420,
1629344764617690368,0.01009,-0.00277,0.04183,0.99995,0.00680,-0.00722,-0.00296,0.01353,-0.00319,0.04049,
1629344764684358656,0.01012,-0.00287,0.04428,0.99994,0.00726,-0.00780,-0.00278,0.00547,0.01052,0.03750,
1629344764751028480,0.00961,-0.00296,0.04654,0.99992,0.00738,-0.00971,-0.00215,0.00369,0.00662,0.04235,
1629344764817697280,0.00875,-0.00298,0.04974,0.99991,0.00717,-0.01135,-0.00210,-0.00222,0.00412,0.04659,
1629344764884367104,0.00844,-0.00280,0.05297,0.99988,0.00747,-0.01334,-0.00198,0.00300,0.00138,0.04132,
1629344764951035904,0.00863,-0.00238,0.05546,0.99986,0.00810,-0.01479,-0.00199,0.00841,0.00434,0.03232,
1629344765017705728,0.00902,-0.00193,0.05757,0.99985,0.00769,-0.01566,-0.00211,0.01024,0.00764,0.03234,
1629344765084374272,0.00894,-0.00277,0.05938,0.99982,0.00751,-0.01727,-0.00177,0.01413,0.00977,0.03987,
1629344765151043840,0.00939,-0.00298,0.06246,0.99982,0.00787,-0.01717,-0.00150,0.01797,0.00270,0.04963,
1629344765217713664,0.01014,-0.00309,0.06595,0.99982,0.00863,-0.01690,-0.00074,0.02183,0.00430,0.05439,
1629344765284382208,0.01155,-0.00290,0.06931,0.99982,0.00801,-0.01712,-0.00058,0.01932,0.02099,0.05299,
1629344765351051520,0.01251,-0.00159,0.07275,0.99982,0.00622,-0.01789,0.00024,0.01127,0.01854,0.05198,
1629344765417720064,0.01392,0.00022,0.07589,0.99981,0.00554,-0.01886,0.00072,0.00555,0.00413,0.05277,
1629344765484389376,0.01469,0.00051,0.07885,0.99979,0.00632,-0.01935,0.00081,0.01098,-0.00412,0.03517,
1629344765551057920,0.01570,0.00025,0.08068,0.99978,0.00811,-0.01953,0.00046,0.00943,-0.00894,0.02778,
1629344765617726976,0.01620,-0.00056,0.08259,0.99976,0.01016,-0.01966,0.00030,0.00776,-0.00976,0.03677,
1629344765684395520,0.01643,-0.00137,0.08515,0.99973,0.01145,-0.02044,-0.00024,-0.00053,-0.00503,0.04321,
1629344765751065088,0.01616,-0.00218,0.08817,0.99969,0.01230,-0.02171,-0.00053,0.00497,-0.00570,0.04336,
1629344765817733376,0.01709,-0.00300,0.09124,0.99966,0.01479,-0.02138,-0.00020,0.01535,-0.00852,0.04759,
1629344765884402688,0.01789,-0.00407,0.09417,0.99963,0.01700,-0.02122,-0.00034,0.02368,-0.01010,0.03957,
1629344765951070976,0.01924,-0.00432,0.09690,0.99965,0.01654,-0.02073,-0.00055,0.02594,0.00757,0.03447,
1629344766017740544,0.02063,-0.00363,0.09899,0.99969,0.01515,-0.01955,-0.00066,0.02261,0.02174,0.02774,
1629344766084408832,0.02208,-0.00226,0.10095,0.99974,0.01416,-0.01769,-0.00034,0.02258,0.01735,0.03421,
1629344766151077888,0.02362,-0.00080,0.10291,0.99977,0.01339,-0.01660,-0.00014,0.01903,0.01461,0.03604,
1629344766217745920,0.02499,-0.00000,0.10513,0.99977,0.01304,-0.01683,-0.00047,0.00758,0.00330,0.05456,
1629344766284414976,0.02546,-0.00038,0.10820,0.99973,0.01505,-0.01753,-0.00046,-0.00299,-0.01611,0.05823,
1629344766351083264,0.02491,-0.00220,0.11210,0.99967,0.01867,-0.01791,-0.00066,-0.00595,-0.02169,0.05636,
1629344766417752320,0.02456,-0.00430,0.11622,0.99955,0.02318,-0.01877,-0.00109,-0.01201,-0.03230,0.06876,
1629344766484421376,0.02370,-0.00658,0.11947,0.99947,0.02609,-0.01945,-0.00233,-0.00742,-0.02434,0.02728,
1629344766551088896,0.02395,-0.00771,0.12138,0.99943,0.02816,-0.01846,-0.00277,-0.00427,-0.01173,0.02901,
1629344766617757696,0.02369,-0.00872,0.12288,0.99940,0.02953,-0.01778,-0.00286,-0.00695,0.00137,0.03673,
1629344766684425472,0.02275,-0.00899,0.12531,0.99939,0.02992,-0.01796,-0.00234,-0.01167,0.01219,0.04986,
1629344766751096576,0.02187,-0.00809,0.12788,0.99941,0.02829,-0.01958,-0.00241,-0.00058,0.01761,0.02586,
1629344766817766400,0.02176,-0.00671,0.12987,0.99946,0.02675,-0.01910,-0.00227,0.00550,0.01622,0.03034,
1629344766884437504,0.02172,-0.00602,0.13205,0.99946,0.02651,-0.01917,-0.00212,0.00538,-0.00421,0.04443,
1629344766951107584,0.02211,-0.00670,0.13508,0.99943,0.02773,-0.01924,-0.00246,0.01689,-0.02490,0.05513,
1629344767017778432,0.02331,-0.00819,0.13878,0.99940,0.02946,-0.01813,-0.00298,0.02402,-0.02393,0.05603,
1629344767084448256,0.02492,-0.01028,0.14294,0.99936,0.03097,-0.01728,-0.00399,0.03237,-0.02436,0.05962,
1629344767151119104,0.02824,-0.01206,0.14634,0.99937,0.03351,-0.01066,-0.00409,0.02745,-0.01412,0.05040,
1629344767217788928,0.03097,-0.01373,0.14865,0.99930,0.03631,-0.00703,-0.00483,0.02153,-0.02327,0.03642,
1629344767284459776,0.03218,-0.01565,0.15112,0.99924,0.03835,-0.00497,-0.00553,0.01508,-0.00718,0.02204,
1629344767351129600,0.03297,-0.01640,0.15235,0.99921,0.03923,-0.00364,-0.00532,0.00913,0.00091,0.01737,
1629344767417800448,0.03309,-0.01610,0.15341,0.99924,0.03848,-0.00327,-0.00524,-0.00217,0.01069,0.02796,
1629344767484470016,0.03271,-0.01511,0.15540,0.99929,0.03695,-0.00422,-0.00552,-0.01386,0.01329,0.04613,
1629344767551141120,0.03175,-0.01426,0.15847,0.99933,0.03588,-0.00528,-0.00540,-0.01261,0.00397,0.04690,
1629344767617810688,0.03084,-0.01397,0.16199,0.99935,0.03529,-0.00526,-0.00526,-0.00822,0.00114,0.04692,
1629344767684481536,0.02952,-0.01408,0.16510,0.99933,0.03581,-0.00578,-0.00488,-0.00694,-0.00168,0.04482,
1629344767751152640,0.02884,-0.01428,0.16810,0.99928,0.03673,-0.00766,-0.00477,-0.00692,-0.00883,0.04911,
1629344767817824512,0.02795,-0.01527,0.17101,0.99922,0.03817,-0.00906,-0.00426,0.00194,-0.01950,0.03476,
1629344767884496896,0.02749,-0.01676,0.17398,0.99914,0.04012,-0.00929,-0.00439,0.00460,-0.02187,0.04165,
1629344767951167744,0.02734,-0.01819,0.17699,0.99903,0.04217,-0.01158,-0.00466,0.01673,-0.01511,0.03732,
1629344768017839872,0.02703,-0.01920,0.17924,0.99897,0.04318,-0.01350,-0.00393,0.02210,-0.00610,0.03853,
1629344768084510976,0.02802,-0.01951,0.18181,0.99899,0.04263,-0.01330,-0.00438,0.02323,0.00721,0.03782,
1629344768151183104,0.02929,-0.01897,0.18403,0.99902,0.04206,-0.01350,-0.00397,0.02086,0.01011,0.03979,
1629344768217853952,0.03045,-0.01835,0.18634,0.99904,0.04141,-0.01357,-0.00335,0.01688,0.00805,0.03649,
1629344768284526080,0.03183,-0.01678,0.18825,0.99912,0.03990,-0.01258,-0.00357,0.01375,0.00876,0.02316,
1629344768351197184,0.03317,-0.01548,0.18971,0.99917,0.03874,-0.01191,-0.00381,0.01083,0.00833,0.03424,
1629344768417869312,0.03400,-0.01478,0.19187,0.99919,0.03799,-0.01243,-0.00396,0.00619,0.00210,0.05096,
1629344768484540416,0.03449,-0.01467,0.19545,0.99920,0.03779,-0.01223,-0.00347,0.00859,-0.00338,0.05104,
1629344768551212800,0.03523,-0.01494,0.19882,0.99919,0.03823,-0.01158,-0.00403,0.00944,-0.01049,0.05277,
1629344768617883904,0.03600,-0.01553,0.20191,0.99918,0.03853,-0.01181,-0.00424,0.01194,-0.00970,0.03934,
1629344768684556288,0.03701,-0.01604,0.20454,0.99917,0.03904,-0.01078,-0.00476,0.01081,-0.01143,0.01963,
1629344768751227648,0.03662,-0.01746,0.20534,0.99915,0.03971,-0.01000,-0.00490,0.00073,-0.01172,0.00299,
1629344768817900032,0.03613,-0.01851,0.20512,0.99911,0.04051,-0.01022,-0.00512,-0.00796,-0.00660,0.00525,
1629344768884571392,0.03545,-0.01873,0.20520,0.99910,0.04080,-0.01030,-0.00528,-0.01298,0.00164,0.00060,
1629344768951243776,0.03419,-0.01876,0.20500,0.99909,0.04100,-0.01061,-0.00523,-0.01610,0.00353,0.00377,
1629344769017915136,0.03266,-0.01861,0.20501,0.99909,0.04083,-0.01087,-0.00533,-0.01445,-0.00233,0.00171,
1629344769084587776,0.03146,-0.01872,0.20513,0.99909,0.04085,-0.01108,-0.00528,-0.00954,-0.00133,0.00066,
1629344769151260160,0.03073,-0.01858,0.20526,0.99910,0.04061,-0.01084,-0.00529,-0.00288,-0.00049,0.00017,
