1631130114024011776,0.00164,-0.00496,0.05661,1.00000,-0.00147,-0.00074,-0.00035,-0.00866,0.00110,0.02528,0.00203,-0.00895,0.18111,0.00000,0.00000,0.00000,
1631130114090625280,0.00120,-0.00558,0.05829,1.00000,-0.00063,-0.00085,-0.00053,-0.01402,-0.01452,0.04066,0.00180,-0.01046,0.18482,0.00000,0.00000,0.00000,
1631130114157239040,0.00259,-0.00431,0.03790,0.99999,0.00092,-0.00262,-0.00162,-0.00797,-0.02465,0.05191,0.00300,-0.01093,0.18836,0.00000,0.00000,0.00000,
1631130114223862528,0.00278,-0.00491,0.04105,0.99999,0.00133,-0.00358,-0.00199,0.00479,-0.01204,0.05472,0.00498,-0.01112,0.19248,0.00000,0.00000,0.00000,
1631130114290485504,0.00490,-0.00468,0.04256,0.99999,0.00065,-0.00255,-0.00219,0.02667,-0.00607,0.05452,0.00619,-0.01136,0.19628,0.00000,0.00000,0.00000,
1631130114357107200,0.00707,-0.00451,0.04418,1.00000,0.00045,-0.00171,-0.00240,0.02527,-0.00847,0.06142,0.00735,-0.01119,0.19948,0.00000,0.00000,0.00000,
1631130114423728896,0.00841,-0.00455,0.04771,0.99999,0.00020,-0.00171,-0.00290,0.01716,-0.00277,0.06119,0.00745,-0.01272,0.20250,0.00000,0.00000,0.00000,
1631130114490348800,0.00932,-0.00491,0.05091,0.99999,-0.00003,-0.00209,-0.00324,0.01434,-0.01257,0.04760,0.00740,-0.01402,0.20495,0.00000,0.00000,0.00000,
1631130114556968960,0.00957,-0.00598,0.05361,0.99998,0.00136,-0.00379,-0.00379,0.00017,-0.02180,0.04470,0.00677,-0.01423,0.20666,0.00000,0.00000,0.00000,
1631130114623587072,0.00935,-0.00699,0.05581,0.99997,0.00183,-0.00590,-0.00457,-0.00724,-0.00692,0.02717,0.00651,-0.01400,0.20776,0.00000,0.00000,0.00000,
1631130114690205696,0.00866,-0.00671,0.05639,0.99995,0.00159,-0.00802,-0.00484,-0.01040,0.00286,0.01781,0.00669,-0.01393,0.20830,0.00000,0.00000,0.00000,
1631130114756822272,0.00855,-0.00652,0.05728,0.99994,0.00146,-0.00934,-0.00463,-0.00415,-0.00070,0.00980,0.00731,-0.01399,0.20922,0.00000,0.00000,0.00000,
1631130114823438848,0.00934,-0.00663,0.05727,0.99994,0.00163,-0.00946,-0.00464,0.00578,0.00423,0.00366,0.00897,-0.01503,0.21291,0.00000,0.00000,0.00000,
1631130114890053888,0.00994,-0.00688,0.05764,0.99995,0.00284,-0.00887,-0.00475,0.01273,-0.00803,0.02245,0.01063,-0.01676,0.21867,0.00000,0.00000,0.00000,
1631130114956668928,0.01111,-0.00853,0.06092,0.99994,0.00488,-0.00857,-0.00532,0.02468,-0.02516,0.04791,0.01176,-0.01678,0.22451,0.00000,0.00000,0.00000,
1631130115023282176,0.01280,-0.00939,0.06601,0.99993,0.00454,-0.00932,-0.00558,0.02381,-0.00494,0.07613,0.01300,-0.01636,0.22921,0.00000,0.00000,0.00000,
1631130115089895680,0.01390,-0.00973,0.07199,0.99991,0.00456,-0.01135,-0.00586,0.01663,-0.00700,0.08546,0.01349,-0.01548,0.23290,0.00000,0.00000,0.00000,
1631130115156507136,0.01501,-0.00981,0.07755,0.99989,0.00426,-0.01321,-0.00567,0.01632,0.00529,0.08150,0.01414,-0.01462,0.23456,0.00000,0.00000,0.00000,
1631130115223131136,0.01521,-0.00911,0.08129,0.99986,0.00431,-0.01504,-0.00526,0.00561,0.01385,0.04842,0.01471,-0.01443,0.23581,0.00000,0.00000,0.00000,
1631130115289753088,0.01510,-0.00830,0.08225,0.99985,0.00429,-0.01585,-0.00483,0.00502,0.00777,0.02379,0.01548,-0.01400,0.23618,0.00000,0.00000,0.00000,
1631130115356375040,0.01593,-0.00838,0.08332,0.99985,0.00494,-0.01618,-0.00480,0.00647,0.00486,0.01622,0.01619,-0.01361,0.23696,0.00000,0.00000,0.00000,
1631130115422996224,0.01732,-0.00947,0.08333,0.99985,0.00625,-0.01564,-0.00460,0.01148,-0.00341,0.00266,0.01624,-0.01397,0.23957,0.00000,0.00000,0.00000,
1631130115489615616,0.01797,-0.00936,0.08409,0.99985,0.00651,-0.01537,-0.00446,0.00899,0.00625,0.01186,0.01590,-0.01413,0.24274,0.00000,0.00000,0.00000,
1631130115556235008,0.01764,-0.00851,0.08656,0.99983,0.00653,-0.01666,-0.00436,0.00022,0.00456,0.03593,0.01512,-0.01417,0.24842,0.00000,0.00000,0.00000,
1631130115622852864,0.01720,-0.00864,0.09006,0.99977,0.00767,-0.01931,-0.00433,-0.01042,-0.00070,0.05308,0.01472,-0.01500,0.25226,0.00000,0.00000,0.00000,
1631130115689470720,0.01680,-0.01008,0.09436,0.99968,0.00864,-0.02313,-0.00482,-0.01590,-0.00922,0.06821,0.01591,-0.01530,0.25543,0.00000,0.00000,0.00000,
1631130115756086528,0.01508,-0.01108,0.10478,0.99961,0.00987,-0.02583,-0.00479,-0.00530,-0.01439,0.06186,0.01756,-0.01534,0.25776,0.00000,0.00000,0.00000,
1631130115822702592,0.01597,-0.01123,0.10280,0.99958,0.01153,-0.02604,-0.00588,0.01278,-0.01341,0.04401,0.01939,-0.01459,0.25876,0.00000,0.00000,0.00000,
1631130115889317120,0.01748,-0.01182,0.10522,0.99958,0.01387,-0.02473,-0.00602,0.02400,-0.00222,0.02979,0.02105,-0.01304,0.25954,0.00000,0.00000,0.00000,
1631130115955931392,0.02010,-0.01154,0.10537,0.99965,0.01496,-0.02110,-0.00577,0.03222,0.01300,0.00316,0.02212,-0.01185,0.26050,0.00000,0.00000,0.00000,
1631130116022544128,0.02226,-0.01039,0.10620,0.99972,0.01584,-0.01691,-0.00511,0.02743,0.02082,0.00928,0.02223,-0.01104,0.26253,0.00000,0.00000,0.00000,
1631130116089156608,0.02321,-0.00938,0.10814,0.99975,0.01518,-0.01529,-0.00512,0.01705,0.01514,0.00810,0.02149,-0.01101,0.26601,0.00000,0.00000,0.00000,
1631130116155767808,0.02298,-0.00815,0.11110,0.99977,0.01404,-0.01553,-0.00508,0.00192,0.01605,0.02726,0.02033,-0.01171,0.27023,0.00000,0.00000,0.00000,
1631130116222391552,0.02176,-0.00752,0.11386,0.99972,0.01384,-0.01842,-0.00523,-0.01456,0.00140,0.05345,0.01952,-0.01384,0.27559,0.00000,0.00000,0.00000,
1631130116289013504,0.02006,-0.00825,0.11829,0.99963,0.01505,-0.02198,-0.00564,-0.02118,-0.01698,0.07403,0.01895,-0.01536,0.27845,0.00000,0.00000,0.00000,
1631130116355635968,0.01991,-0.01287,0.12264,0.99946,0.01901,-0.02611,-0.00569,-0.01635,-0.03941,0.07929,0.01953,-0.01646,0.28134,0.00000,0.00000,0.00000,
1631130116422255872,0.02024,-0.01718,0.12585,0.99930,0.02336,-0.02854,-0.00634,-0.00779,-0.03452,0.05886,0.02027,-0.01655,0.28288,0.00000,0.00000,0.00000,
1631130116488876800,0.02279,-0.02239,0.12642,0.99926,0.02587,-0.02755,-0.00674,0.01100,-0.02529,0.02664,0.02129,-0.01570,0.28437,0.00000,0.00000,0.00000,
1631130116555495168,0.02507,-0.02371,0.13136,0.99930,0.02765,-0.02406,-0.00689,0.02148,-0.00171,0.02642,0.02181,-0.01457,0.28570,0.00000,0.00000,0.00000,
1631130116622114304,0.02458,-0.02039,0.13098,0.99932,0.02853,-0.02220,-0.00677,0.01346,0.02230,0.02265,0.02186,-0.01413,0.28670,0.00000,0.00000,0.00000,
1631130116688732160,0.02603,-0.02158,0.13188,0.99933,0.02925,-0.02097,-0.00678,0.00769,0.00746,0.01240,0.02200,-0.01332,0.28861,0.00000,0.00000,0.00000,
1631130116755348480,0.02625,-0.02105,0.13265,0.99932,0.03000,-0.02012,-0.00695,0.00199,0.01697,0.02336,0.02167,-0.01308,0.29170,0.00000,0.00000,0.00000,
1631130116821964544,0.02630,-0.02108,0.13464,0.99926,0.03213,-0.02011,-0.00697,0.00118,0.00234,0.03582,0.02157,-0.01498,0.29681,0.00000,0.00000,0.00000,
1631130116888579072,0.02610,-0.02242,0.13836,0.99913,0.03505,-0.02154,-0.00704,-0.00140,-0.01624,0.06274,0.02200,-0.01475,0.29950,0.00000,0.00000,0.00000,
1631130116955193856,0.02580,-0.02443,0.14315,0.99890,0.03980,-0.02375,-0.00740,0.00055,-0.02064,0.06415,0.02324,-0.01535,0.30324,0.00000,0.00000,0.00000,
1631130117021806592,0.02662,-0.02653,0.14633,0.99875,0.04347,-0.02349,-0.00776,0.01637,-0.02203,0.04420,0.02455,-0.01575,0.30650,0.00000,0.00000,0.00000,
1631130117088419328,0.02786,-0.02674,0.14824,0.99865,0.04641,-0.02162,-0.00831,0.02320,-0.00620,0.04144,0.02614,-0.01404,0.30913,0.00000,0.00000,0.00000,
1631130117155030784,0.02898,-0.02714,0.15152,0.99861,0.04727,-0.02158,-0.00891,0.02603,0.01109,0.04434,0.02714,-0.01331,0.31173,0.00000,0.00000,0.00000,
1631130117221654016,0.03014,-0.02670,0.15439,0.99857,0.04780,-0.02213,-0.00927,0.02422,0.01700,0.03988,0.02816,-0.01190,0.31319,0.00000,0.00000,0.00000,
1631130117288275712,0.03116,-0.02606,0.15670,0.99853,0.04881,-0.02184,-0.00907,0.02096,0.01717,0.03022,0.02901,-0.01174,0.31417,0.00000,0.00000,0.00000,
1631130117354897408,0.03245,-0.02610,0.15756,0.99850,0.05029,-0.02000,-0.00875,0.02040,0.00476,0.00671,0.02931,-0.01236,0.31546,0.00000,0.00000,0.00000,
1631130117421517312,0.03310,-0.02676,0.15825,0.99845,0.05150,-0.01878,-0.00923,0.01363,0.00021,0.01117,0.02933,-0.01316,0.31737,0.00000,0.00000,0.00000,
1631130117488137472,0.03339,-0.02788,0.15939,0.99835,0.05378,-0.01811,-0.00887,0.00711,-0.01424,0.01744,0.02855,-0.01438,0.32049,0.00000,0.00000,0.00000,
1631130117554755584,0.03359,-0.03024,0.16105,0.99819,0.05640,-0.01868,-0.00908,-0.00019,-0.01846,0.03226,0.02772,-0.01398,0.32351,0.00000,0.00000,0.00000,
1631130117621373952,0.03250,-0.03246,0.16458,0.99797,0.05916,-0.02168,-0.00945,-0.01043,-0.01483,0.05057,0.02663,-0.01399,0.32685,0.00000,0.00000,0.00000,
1631130117687990528,0.03083,-0.03348,0.16844,0.99776,0.06117,-0.02541,-0.00957,-0.01434,-0.00263,0.04857,0.02551,-0.01386,0.33022,0.00000,0.00000,0.00000,
1631130117754606848,0.02901,-0.03433,0.17221,0.99759,0.06230,-0.02885,-0.00972,-0.01758,-0.00915,0.05987,0.02497,-0.01430,0.33246,0.00000,0.00000,0.00000,
1631130117821221888,0.02817,-0.03436,0.17531,0.99749,0.06340,-0.02987,-0.01015,-0.00820,0.00076,0.04679,0.02483,-0.01407,0.33521,0.00000,0.00000,0.00000,
1631130117887836672,0.02809,-0.03642,0.17716,0.99750,0.06369,-0.02893,-0.01017,0.00531,-0.00222,0.03349,0.02546,-0.01342,0.33751,0.00000,0.00000,0.00000,
1631130117954449920,0.02859,-0.03636,0.17872,0.99754,0.06362,-0.02741,-0.01038,0.01299,0.00119,0.03488,0.02608,-0.01334,0.33890,0.00000,0.00000,0.00000,
1631130118021063424,0.02958,-0.03666,0.18091,0.99760,0.06348,-0.02555,-0.01032,0.02526,-0.00257,0.03176,0.02793,-0.01349,0.34257,0.00000,0.00000,0.00000,
1631130118087675648,0.03027,-0.03659,0.18353,0.99764,0.06312,-0.02510,-0.01042,0.02457,0.00259,0.03551,0.02866,-0.01402,0.34501,0.00000,0.00000,0.00000,
1631130118154286080,0.03081,-0.03665,0.18638,0.99767,0.06269,-0.02489,-0.01040,0.02081,0.00136,0.03648,0.02923,-0.01345,0.34779,0.00000,0.00000,0.00000,
