1631130114024011776,0.00162,-0.00498,0.05714,1.00000,-0.00153,-0.00069,-0.00035,-0.00883,0.00118,0.02598,0.00220,-0.00825,0.17979,0.00000,0.00000,0.00000,-nan,-nan,-nan,
1631130114090625280,0.00119,-0.00558,0.05837,1.00000,-0.00067,-0.00081,-0.00053,-0.01409,-0.01450,0.04080,0.00198,-0.00989,0.18265,0.00000,0.00000,0.00000,-nan,-nan,-nan,
1631130114157239040,0.00259,-0.00431,0.03788,0.99999,0.00091,-0.00260,-0.00162,-0.00797,-0.02464,0.05191,0.00187,-0.01065,0.18576,0.00000,0.00000,0.00000,-nan,-nan,-nan,
1631130114223862528,0.00278,-0.00492,0.04105,0.99999,0.00140,-0.00363,-0.00199,0.00478,-0.01205,0.05473,0.00300,-0.01093,0.18836,0.00000,0.00000,0.00000,-nan,-nan,-nan,
1631130114290485504,0.00489,-0.00469,0.04255,0.99999,0.00080,-0.00268,-0.00219,0.02668,-0.00607,0.05452,0.00477,-0.01112,0.19219,0.00000,0.00000,0.00000,-nan,-nan,-nan,
1631130114357107200,0.00706,-0.00452,0.04419,1.00000,0.00064,-0.00191,-0.00240,0.02527,-0.00850,0.06145,0.00638,-0.01143,0.19697,0.00000,0.00000,0.00000,0.03002,-0.00070,0.05378,
1631130114423728896,0.00838,-0.00458,0.04772,0.99999,0.00048,-0.00206,-0.00290,0.01713,-0.00281,0.06121,0.00717,-0.01154,0.19929,0.00000,0.00000,0.00000,-nan,-nan,-nan,
1631130114490348800,0.00928,-0.00494,0.05092,0.99999,0.00030,-0.00251,-0.00324,0.01433,-0.01260,0.04764,0.00741,-0.01292,0.20275,0.00000,0.00000,0.00000,0.02109,0.00101,0.06243,
1631130114556968960,0.00952,-0.00602,0.05362,0.99998,0.00172,-0.00430,-0.00379,0.00014,-0.02183,0.04469,0.00750,-0.01406,0.20478,0.00000,0.00000,0.00000,0.01002,-0.01170,0.03120,
1631130114623587072,0.00930,-0.00703,0.05582,0.99997,0.00220,-0.00640,-0.00458,-0.00725,-0.00696,0.02716,0.00683,-0.01414,0.20657,0.00000,0.00000,0.00000,-nan,-nan,-nan,
1631130114690205696,0.00859,-0.00675,0.05639,0.99995,0.00204,-0.00869,-0.00485,-0.01044,0.00283,0.01778,0.00651,-0.01400,0.20776,0.00000,0.00000,0.00000,-0.00455,-0.00406,0.02581,
1631130114756822272,0.00847,-0.00658,0.05728,0.99994,0.00196,-0.01009,-0.00463,-0.00416,-0.00074,0.00978,0.00677,-0.01394,0.20838,0.00000,0.00000,0.00000,0.00011,0.00698,0.02015,
1631130114823438848,0.00927,-0.00669,0.05726,0.99993,0.00220,-0.01019,-0.00464,0.00580,0.00420,0.00363,0.00739,-0.01406,0.20941,0.00000,0.00000,0.00000,-0.00278,-0.00649,0.01162,
1631130114890053888,0.00987,-0.00696,0.05762,0.99994,0.00362,-0.00961,-0.00475,0.01273,-0.00806,0.02240,0.00833,-0.01488,0.21154,0.00000,0.00000,0.00000,-0.00579,0.00120,0.00090,
1631130114956668928,0.01104,-0.00863,0.06090,0.99993,0.00576,-0.00935,-0.00532,0.02474,-0.02522,0.04784,0.00995,-0.01634,0.21649,0.00000,0.00000,0.00000,0.01261,-0.00276,0.03146,
1631130115023282176,0.01273,-0.00950,0.06601,0.99992,0.00552,-0.01022,-0.00558,0.02390,-0.00501,0.07619,0.01135,-0.01670,0.22257,0.00000,0.00000,0.00000,0.03121,-0.03782,0.06521,
1631130115089895680,0.01379,-0.00988,0.07200,0.99989,0.00565,-0.01237,-0.00586,0.01661,-0.00717,0.08551,0.01259,-0.01655,0.22799,0.00000,0.00000,0.00000,0.01842,-0.00630,0.07180,
