1631130114024011776,0.00163,-0.00496,0.05666,1.00000,-0.00147,-0.00075,-0.00035,-0.00874,0.00111,0.02541,0.00225,-0.00810,0.17958,0.00000,0.00000,0.00000,0.00584,0.00620,-0.00389,
1631130114090625280,0.00119,-0.00558,0.05834,1.00000,-0.00067,-0.00081,-0.00053,-0.01409,-0.01451,0.04077,0.00192,-0.00970,0.18196,0.00000,0.00000,0.00000,0.00116,-0.00398,0.00561,
1631130114157239040,0.00259,-0.00431,0.03787,0.99999,0.00094,-0.00263,-0.00162,-0.00797,-0.02464,0.05191,0.00184,-0.01059,0.18542,0.00000,0.00000,0.00000,-0.00407,-0.01653,0.02534,
1631130114223862528,0.00278,-0.00492,0.04105,0.99999,0.00143,-0.00365,-0.00199,0.00478,-0.01206,0.05473,0.00316,-0.01098,0.18865,0.00000,0.00000,0.00000,-0.00518,-0.03281,0.04494,
1631130114290485504,0.00489,-0.00470,0.04255,0.99999,0.00083,-0.00270,-0.00219,0.02667,-0.00607,0.05452,0.00498,-0.01112,0.19248,0.00000,0.00000,0.00000,0.00330,-0.02064,0.05523,
1631130114357107200,0.00706,-0.00452,0.04419,1.00000,0.00064,-0.00187,-0.00240,0.02527,-0.00850,0.06145,0.00629,-0.01140,0.19663,0.00000,0.00000,0.00000,0.03002,-0.00070,0.05378,
1631130114423728896,0.00838,-0.00458,0.04772,0.99999,0.00048,-0.00201,-0.00290,0.01714,-0.00281,0.06121,0.00735,-0.01119,0.19948,0.00000,0.00000,0.00000,0.02546,-0.01077,0.05876,
1631130114490348800,0.00929,-0.00494,0.05092,0.99999,0.00029,-0.00246,-0.00324,0.01433,-0.01260,0.04764,0.00745,-0.01272,0.20250,0.00000,0.00000,0.00000,0.02109,0.00101,0.06243,
1631130114556968960,0.00952,-0.00602,0.05362,0.99998,0.00171,-0.00425,-0.00379,0.00014,-0.02183,0.04469,0.00740,-0.01402,0.20495,0.00000,0.00000,0.00000,0.01002,-0.01170,0.03120,
1631130114623587072,0.00929,-0.00703,0.05582,0.99997,0.00224,-0.00643,-0.00458,-0.00725,-0.00696,0.02717,0.00683,-0.01414,0.20657,0.00000,0.00000,0.00000,0.00096,-0.01123,0.03598,
