1631130114024011776,0.00163,-0.00496,0.05666,1.00000,-0.00147,-0.00075,-0.00035,-0.00874,0.00111,0.02541,0.00220,-0.00825,0.17979,0.00000,0.00000,0.00000,-nan,-nan,-nan,
1631130114090625280,0.00118,-0.00559,0.05835,1.00000,-0.00063,-0.00085,-0.00053,-0.01409,-0.01451,0.04077,0.00198,-0.00989,0.18265,0.00000,0.00000,0.00000,-nan,-nan,-nan,
1631130114157239040,0.00258,-0.00431,0.03791,0.99999,0.00092,-0.00263,-0.00162,-0.00798,-0.02465,0.05193,0.00187,-0.01065,0.18576,0.00000,0.00000,0.00000,-nan,-nan,-nan,
1631130114223862528,0.00278,-0.00491,0.04106,0.99999,0.00133,-0.00358,-0.00199,0.00478,-0.01205,0.05473,0.00300,-0.01093,0.18836,0.00000,0.00000,0.00000,-nan,-nan,-nan,
1631130114290485504,0.00490,-0.00468,0.04256,0.99999,0.00065,-0.00254,-0.00219,0.02669,-0.00606,0.05452,0.00525,-0.01120,0.19290,0.00000,0.00000,0.00000,-nan,-nan,-nan,
1631130114357107200,0.00708,-0.00451,0.04419,1.00000,0.00045,-0.00171,-0.00240,0.02529,-0.00847,0.06145,0.00610,-0.01139,0.19596,0.00000,0.00000,0.00000,0.03002,-0.00070,0.05378,
1631130114423728896,0.00840,-0.00456,0.04772,0.99999,0.00024,-0.00179,-0.00290,0.01717,-0.00278,0.06121,0.00737,-0.01135,0.19986,0.00000,0.00000,0.00000,-nan,-nan,-nan,
1631130114490348800,0.00932,-0.00492,0.05092,0.99999,0.00001,-0.00216,-0.00324,0.01436,-0.01257,0.04763,0.00745,-0.01272,0.20250,0.00000,0.00000,0.00000,0.02109,0.00101,0.06243,
1631130114556968960,0.00956,-0.00599,0.05362,0.99998,0.00140,-0.00387,-0.00379,0.00017,-0.02180,0.04471,0.00740,-0.01402,0.20495,0.00000,0.00000,0.00000,0.01002,-0.01170,0.03120,
1631130114623587072,0.00934,-0.00699,0.05581,0.99997,0.00187,-0.00597,-0.00457,-0.00723,-0.00694,0.02718,0.00677,-0.01423,0.20666,0.00000,0.00000,0.00000,-nan,-nan,-nan,
1631130114690205696,0.00865,-0.00671,0.05639,0.99995,0.00168,-0.00817,-0.00484,-0.01043,0.00286,0.01779,0.00651,-0.01400,0.20776,0.00000,0.00000,0.00000,-0.00455,-0.00406,0.02581,
1631130114756822272,0.00854,-0.00653,0.05728,0.99994,0.00154,-0.00949,-0.00463,-0.00416,-0.00071,0.00978,0.00666,-0.01385,0.20822,0.00000,0.00000,0.00000,0.00011,0.00698,0.02015,
1631130114823438848,0.00932,-0.00664,0.05726,0.99994,0.00171,-0.00961,-0.00464,0.00579,0.00422,0.00361,0.00731,-0.01399,0.20922,0.00000,0.00000,0.00000,-0.00278,-0.00649,0.01162,
